"p_val","avg_logFC","pct.1","pct.2","p_val_adj","type","gene"
"TRDC6",3.91095082292173e-31,-1.49378198567484,0.142,0.461,1.31098982535159e-26,"CD8","TRDC"
"CCR77",2.14611476910051e-30,0.772999690679405,0.403,0.143,7.19399131750183e-26,"CD8","CCR7"
"TYROBP7",4.4752566323238e-25,-1.22980061490479,0.181,0.46,1.50015077572126e-20,"CD8","TYROBP"
"LRRN3",3.28682744710361e-24,0.341338316566389,0.119,0.013,1.1017774285436e-19,"CD8","LRRN3"
"LEF14",4.19523001826381e-24,0.53681503662108,0.303,0.094,1.40628305442221e-19,"CD8","LEF1"
"NELL2",5.7886014274937e-23,0.415126179948419,0.168,0.032,1.94039708451016e-18,"CD8","NELL2"
"PRF14",4.6500437214629e-22,-0.731642659920752,0.397,0.644,1.55874115587158e-17,"CD8","PRF1"
"ACTN11",7.74756265011576e-22,0.365342520961406,0.161,0.031,2.5970604759453e-17,"CD8","ACTN1"
"RGS104",9.61965410820654e-22,0.549457044781989,0.439,0.191,3.22460425361191e-17,"CD8","RGS10"
"NKG76",3.55663764454566e-21,-0.502857344727482,0.835,0.942,1.19222050482815e-16,"CD8","NKG7"
"COTL12",1.30710927085098e-19,0.49925597601068,0.329,0.126,4.38156098681955e-15,"CD8","COTL1"
"MAL1",2.18707950854519e-18,0.371419404799254,0.197,0.053,7.33130922059433e-14,"CD8","MAL"
"GNLY6",8.30225008881858e-18,-1.04496446591483,0.632,0.756,2.78299725227288e-13,"CD8","GNLY"
"PASK",9.80693741320181e-18,0.322087428109721,0.119,0.021,3.28738349027938e-13,"CD8","PASK"
"MYO1F2",1.51442679850602e-17,-0.544707609706059,0.332,0.577,5.07651007127202e-13,"CD8","MYO1F"
"SRGN6",1.67044969091851e-17,-0.549803086895168,0.529,0.701,5.59951440892793e-13,"CD8","SRGN"
"SERINC53",1.78965325662246e-17,0.389995889710806,0.232,0.073,5.99909668152416e-13,"CD8","SERINC5"
"CST76",4.66872562948747e-16,-0.45128451951631,0.532,0.765,1.5650035182605e-11,"CD8","CST7"
"SELL6",8.73111831292202e-16,0.420215699249462,0.426,0.203,2.92675816967459e-11,"CD8","SELL"
"GZMA2",2.5215621060633e-15,-0.39756516314137,0.561,0.784,8.45252833573477e-11,"CD8","GZMA"
"S100A42",2.97269592364182e-15,-0.263732865148856,0.887,0.948,9.96477400563975e-11,"CD8","S100A4"
"KLRF16",3.2454595791116e-15,-0.869439398932238,0.139,0.351,1.087910505514e-10,"CD8","KLRF1"
"TRGC26",1.42240639026117e-14,-0.543168368510891,0.287,0.523,4.76804846079448e-10,"CD8","TRGC2"
"LDHB5",3.38639196956087e-13,0.347017932889743,0.752,0.554,1.1351524521165e-08,"CD8","LDHB"
"CD40LG5",4.5010292077247e-13,-0.533939589453344,0.019,0.183,1.5087900007214e-08,"CD8","CD40LG"
"CARS",9.26081606184741e-13,0.324022963842099,0.161,0.05,3.10431815209187e-08,"CD8","CARS"
"HOPX3",1.1231009779758e-12,-0.561059647621045,0.274,0.477,3.76474678827269e-08,"CD8","HOPX"
"FCGR3A6",3.26868425069462e-12,-0.746655393333204,0.094,0.268,1.09569564767534e-07,"CD8","FCGR3A"
"GPR652",7.37355968906074e-12,-0.532240535605507,0.261,0.428,2.47169094337005e-07,"CD8","GPR65"
"RIC31",9.52383206874802e-12,0.260991564642059,0.139,0.041,3.19248374776502e-07,"CD8","RIC3"
"CLIC12",1.51733473424086e-11,-0.412684956508967,0.465,0.621,5.08625776264878e-07,"CD8","CLIC1"
"NCR34",2.28818873546267e-11,-0.543203133148098,0.116,0.288,7.67023746014441e-07,"CD8","NCR3"
"FYB3",6.60040983811683e-11,0.363443950026335,0.561,0.355,2.21252338183514e-06,"CD8","FYB"
"KLRG15",7.08507094905291e-11,-0.405330696284296,0.326,0.523,2.37498663283203e-06,"CD8","KLRG1"
"TRGC17",8.40412718463967e-11,-0.728503847704885,0.152,0.319,2.81714747356306e-06,"CD8","TRGC1"
"PIK3IP14",1.2102431147786e-10,0.331002473264903,0.429,0.238,4.05685594504934e-06,"CD8","PIK3IP1"
"RGCC1",1.57047458301919e-10,0.295975095183965,0.181,0.068,5.26438784973863e-06,"CD8","RGCC"
"ALOX5AP3",2.20471337449408e-10,-0.487837217179753,0.297,0.455,7.3904197026416e-06,"CD8","ALOX5AP"
"LDLRAP12",3.74303188031002e-10,0.310789826998344,0.239,0.107,1.25470171659872e-05,"CD8","LDLRAP1"
"CLEC2D2",4.17490166019279e-10,0.326788879418284,0.684,0.485,1.39946878551323e-05,"CD8","CLEC2D"
"H3F3B2",5.61164761358646e-10,-0.259023341346944,0.881,0.914,1.88108039655032e-05,"CD8","H3F3B"
"PHACTR24",1.51883101522404e-09,-0.4062186976576,0.042,0.176,5.09127344613252e-05,"CD8","PHACTR2"
"FOXP13",2.10422767099139e-09,0.362454027022728,0.458,0.28,7.05358157593025e-05,"CD8","FOXP1"
"CEBPD6",2.12593553861337e-09,-0.51369990134873,0.055,0.188,7.12634851898589e-05,"CD8","CEBPD"
"ZBTB164",2.98504940721268e-09,-0.417072657470046,0.023,0.142,0.000100061841179176,"CD8","ZBTB16"
"NDFIP11",5.11224750199996e-09,0.315066059736971,0.426,0.252,0.000171367648514541,"CD8","NDFIP1"
"PYHIN12",5.68070559705977e-09,-0.426422414514502,0.155,0.315,0.000190422932319041,"CD8","PYHIN1"
"GPR155",7.40320800300531e-09,0.26095561788876,0.155,0.06,0.000248162935468741,"CD8","GPR155"
"ITK",9.76357624264703e-09,0.264778883628972,0.232,0.109,0.000327284839229771,"CD8","ITK"
"ANXA12",1.20061192645454e-08,-0.316299587047005,0.348,0.513,0.000402457123866827,"CD8","ANXA1"
"GZMK5",1.41766235082196e-08,-0.353818516298259,0.281,0.446,0.000475214596619028,"CD8","GZMK"
"S100A11",1.81226758310948e-08,-0.335136937972321,0.368,0.519,0.000607490216534129,"CD8","S100A11"
"C6orf484",1.99175765701905e-08,0.307937465373986,0.535,0.356,0.000667657084209355,"CD8","C6orf48"
"DUSP24",2.84298379120277e-08,-0.449284246710826,0.168,0.315,0.000952996596649081,"CD8","DUSP2"
"SLC4A107",3.67187281955422e-08,-0.392165914142122,0.019,0.123,0.00123084848784277,"CD8","SLC4A10"
"CTSW5",4.09924676858522e-08,-0.34817692637243,0.645,0.744,0.00137410850929745,"CD8","CTSW"
"KLRC17",4.58287323512739e-08,-0.542633418869106,0.019,0.124,0.00153622493714705,"CD8","KLRC1"
"THEMIS1",5.76388504248264e-08,0.281717884660907,0.184,0.085,0.00193211190509061,"CD8","THEMIS"
"CD633",6.41070821589222e-08,-0.418174425554323,0.235,0.378,0.00214893350104923,"CD8","CD63"
"KLRD17",6.48607490010868e-08,-0.481250070225855,0.468,0.586,0.00217419716726543,"CD8","KLRD1"
"CD3G3",7.02244612687217e-08,0.283145150180822,0.716,0.539,0.00235399416618882,"CD8","CD3G"
"HLA-DPB16",1.0428733258583e-07,0.297107799605577,0.377,0.224,0.00349581567560962,"CD8","HLA-DPB1"
"MATK2",1.18558469183882e-07,-0.404351059806287,0.165,0.302,0.00397419844551292,"CD8","MATK"
"PLAC84",1.61959379601613e-07,-0.460066524401621,0.442,0.527,0.00542904036362568,"CD8","PLAC8"
"CD2474",1.75521507263261e-07,-0.480730923820787,0.339,0.45,0.00588365644497178,"CD8","CD247"
"PRDM12",2.1254172662587e-07,-0.364373232259385,0.135,0.278,0.00712461121822579,"CD8","PRDM1"
"SYNE21",2.39063873881756e-07,-0.34534817403285,0.213,0.355,0.00801366011639033,"CD8","SYNE2"
"CD274",4.43816842346398e-07,0.269014096823658,0.419,0.265,0.0148771843722936,"CD8","CD27"
"CLIC34",4.89593066290506e-07,-0.573231682798728,0.152,0.273,0.016411649175124,"CD8","CLIC3"
"IFNGR12",5.621328150426e-07,-0.35468493281846,0.09,0.207,0.018843254093043,"CD8","IFNGR1"
"LYAR3",5.7225624929871e-07,-0.32982546306789,0.3,0.432,0.0191826017327421,"CD8","LYAR"
"OXNAD1",7.66370518253517e-07,0.261691825961669,0.223,0.114,0.0256895061423761,"CD8","OXNAD1"
"IFITM24",7.69196330739918e-07,-0.274438155362579,0.739,0.771,0.0257842302027328,"CD8","IFITM2"
"PSME11",9.19360223265033e-07,-0.254516887189802,0.674,0.737,0.0308178740440672,"CD8","PSME1"
"BCL11B1",1.01753966941778e-06,0.255747792315504,0.352,0.215,0.0341089472585533,"CD8","BCL11B"
"GZMB5",1.33101830310882e-06,-0.660134965990177,0.377,0.477,0.0446170645385107,"CD8","GZMB"
"PPIB1",1.78189529641818e-06,-0.281490722389059,0.432,0.535,0.0597309122312337,"CD8","PPIB"
"LCP12",1.82775366693193e-06,-0.309606329429821,0.342,0.463,0.0612681306692253,"CD8","LCP1"
"S1PR53",1.87313188936226e-06,-0.37389214518644,0.142,0.258,0.0627892540633122,"CD8","S1PR5"
"AKR1C34",2.06286122610888e-06,-0.383471817685236,0.019,0.103,0.0691491711603957,"CD8","AKR1C3"
"TCF73",2.90090445193289e-06,0.261210989243163,0.384,0.243,0.0972412181332423,"CD8","TCF7"
"XBP12",3.23320423272706e-06,-0.346935176176012,0.316,0.423,0.108380239085244,"CD8","XBP1"
"SNHG252",3.26894099723459e-06,0.264211100104367,0.516,0.381,0.109578171168301,"CD8","SNHG25"
"LEPROTL11",3.73178534232661e-06,0.290705002080911,0.465,0.32,0.12509317646013,"CD8","LEPROTL1"
"ID23",5.84023580283399e-06,-0.35939702855564,0.565,0.649,0.195770544346798,"CD8","ID2"
"CXXC52",5.86223687371175e-06,-0.299179326971771,0.026,0.108,0.196508042243692,"CD8","CXXC5"
"JAK13",6.12645457830943e-06,-0.377193072805097,0.368,0.457,0.20536488391951,"CD8","JAK1"
"FCER1G7",6.43410968475263e-06,-0.759674112303894,0.094,0.187,0.215677790742593,"CD8","FCER1G"
"ODF2L3",9.71799318802311e-06,-0.32000014946418,0.187,0.294,0.325756849655723,"CD8","ODF2L"
"MCUB2",1.19985090472176e-05,0.266319419924086,0.248,0.147,0.402202021771781,"CD8","MCUB"
"CD1603",1.38505733495545e-05,-0.364147886289276,0.065,0.155,0.464285069250415,"CD8","CD160"
"ARL4C1",1.72084461105813e-05,-0.300290672131866,0.342,0.447,0.576844322072797,"CD8","ARL4C"
"CD73",1.87525522565335e-05,-0.319607265174321,0.619,0.665,0.628604304191259,"CD8","CD7"
"A2M-AS12",1.91574432928149e-05,-0.257485999983396,0.094,0.199,0.642176656618449,"CD8","A2M-AS1"
"IDI12",2.4179290828012e-05,-0.36063012130758,0.09,0.179,0.81051400784579,"CD8","IDI1"
"GPR1714",2.60820324909958e-05,-0.287542376091239,0.135,0.24,0.87429581113067,"CD8","GPR171"
"GLRX2",3.43622019553699e-05,-0.295879408346352,0.245,0.345,1,"CD8","GLRX"
"CHST122",3.7058524734191e-05,-0.293826452624666,0.235,0.342,1,"CD8","CHST12"
"IL2RB3",5.33913764598754e-05,-0.373182522649533,0.132,0.224,1,"CD8","IL2RB"
"CCL46",5.48940363663998e-05,-0.422001101911428,0.358,0.444,1,"CD8","CCL4"
"ICAM31",5.51162228883536e-05,-0.2748410826826,0.358,0.44,1,"CD8","ICAM3"
"PTGER21",7.0910902451206e-05,-0.328521374527642,0.158,0.247,1,"CD8","PTGER2"
"OSTF12",7.9753645503205e-05,-0.254806624311595,0.229,0.335,1,"CD8","OSTF1"
"ACTN41",8.09017960396896e-05,-0.279282912408226,0.074,0.157,1,"CD8","ACTN4"
"DDIT42",8.56554443065481e-05,-0.375112126693116,0.229,0.319,1,"CD8","DDIT4"
"CASP11",0.000108617919744388,-0.270075544979815,0.174,0.268,1,"CD8","CASP1"
"APMAP4",0.000109724103542782,-0.316922004842754,0.194,0.279,1,"CD8","APMAP"
"GNPTAB2",0.000117814016217653,-0.309131392567987,0.084,0.165,1,"CD8","GNPTAB"
"CCL36",0.00012229573960312,-0.450141837479163,0.039,0.107,1,"CD8","CCL3"
"CISD32",0.000142204981005111,-0.271288141134904,0.094,0.178,1,"CD8","CISD3"
"EFHD23",0.000152287693797789,-0.302556293804687,0.197,0.292,1,"CD8","EFHD2"
"CKLF1",0.000152344886377441,-0.269397739926766,0.245,0.334,1,"CD8","CKLF"
"CBLB",0.000153392190364468,-0.268719240151944,0.065,0.14,1,"CD8","CBLB"
"LY6E2",0.000154695396455867,-0.255419186390827,0.471,0.523,1,"CD8","LY6E"
"RHOC2",0.000187026441044311,-0.304964706699665,0.139,0.227,1,"CD8","RHOC"
"CTSC2",0.000245623961318514,-0.257947275881856,0.232,0.331,1,"CD8","CTSC"
"AC092580.45",0.000264906696972421,-0.282615157265502,0.326,0.411,1,"CD8","AC092580.4"
"FGFBP25",0.000280479250862621,-0.440266129113525,0.29,0.371,1,"CD8","FGFBP2"
"FGR6",0.000328858244631372,-0.279376433488248,0.081,0.154,1,"CD8","FGR"
"CD691",0.000390486959722177,-0.273212099032947,0.2,0.283,1,"CD8","CD69"
"DNAJC12",0.000479167294599948,-0.268299502005534,0.103,0.177,1,"CD8","DNAJC1"
"PRSS233",0.000692287444750215,-0.287986866456843,0.058,0.122,1,"CD8","PRSS23"
"CFLAR2",0.000743227513585628,-0.261622666819105,0.252,0.33,1,"CD8","CFLAR"
"DOK25",0.00113617139303058,-0.257799604279767,0.216,0.295,1,"CD8","DOK2"
"CD1642",0.0011757933949608,-0.273811933378236,0.381,0.426,1,"CD8","CD164"
"SPON26",0.00117666284268583,-0.582096376326785,0.229,0.29,1,"CD8","SPON2"
"RBCK1",0.00118224754917079,-0.252525569534315,0.106,0.177,1,"CD8","RBCK1"
"CTSD3",0.00183268473843834,-0.267805349719999,0.152,0.217,1,"CD8","CTSD"
"MBP6",0.0025448726012048,-0.276535483396521,0.265,0.326,1,"CD8","MBP"
"XCL15",0.00262607888998038,-0.255016008797109,0.061,0.116,1,"CD8","XCL1"
"SYTL33",0.00326926742201296,-0.259418458080543,0.113,0.174,1,"CD8","SYTL3"
"TRG-AS13",0.00331014472234491,-0.26118482708958,0.126,0.188,1,"CD8","TRG-AS1"
"SYTL11",0.00377014871607385,-0.251816670487275,0.152,0.211,1,"CD8","SYTL1"
"B4GALT11",0.00539432014154826,-0.263971984307689,0.203,0.263,1,"CD8","B4GALT1"
"LTB7",0.0220223300714991,-0.343956517333432,0.677,0.659,1,"CD8","LTB"
"KLRB17",1.17829893757886e-161,-1.60073526332892,0.635,0.952,3.94977586865809e-157,"ab","KLRB1"
"CCR78",3.64125661364808e-108,1.18196893968858,0.494,0.072,1.22058562946097e-103,"ab","CCR7"
"NKG77",4.81383771555221e-95,-0.917111840242453,0.778,0.978,1.61364654063026e-90,"ab","NKG7"
"RPS272",5.80635505339647e-81,0.26976849387199,1,1,1.94634827744903e-76,"ab","RPS27"
"MAL2",1.16204599071814e-70,0.652778787559265,0.25,0.013,3.89529436548628e-66,"ab","MAL"
"RPLP22",1.09750269552102e-66,0.300510180214167,1,0.999,3.67893878565602e-62,"ab","RPLP2"
"HLA-B2",2.91383765562779e-65,-0.354433638888478,0.998,1,9.76747520542992e-61,"ab","HLA-B"
"B2M2",2.87064872590245e-64,-0.27418272160203,1,1,9.62270159409761e-60,"ab","B2M"
"CST77",8.58689183687095e-64,-0.794885720213431,0.445,0.83,2.87841201263751e-59,"ab","CST7"
"GZMA3",9.31605958823175e-63,-0.732594059312818,0.489,0.843,3.12283633457116e-58,"ab","GZMA"
"RPL393",1.661703878839e-62,0.320867427234938,1,1,5.57019757225622e-58,"ab","RPL39"
"RPL323",9.38313039681992e-62,0.332455088227794,1,0.999,3.145319140318e-57,"ab","RPL32"
"RPS292",1.15490175336047e-61,0.274279110793604,1,1,3.87134616743965e-57,"ab","RPS29"
"RPS15A2",4.26361231516198e-61,0.285090990408456,1,0.999,1.42920548416545e-56,"ab","RPS15A"
"PRF15",8.95576635110378e-60,-0.974306447442263,0.344,0.699,3.0020624385535e-55,"ab","PRF1"
"RPS62",6.98320046653816e-59,0.333083452155398,0.998,0.998,2.34083862838826e-54,"ab","RPS6"
"CCL54",8.57789597485746e-59,-0.604754333815805,0.677,0.946,2.87539650973197e-54,"ab","CCL5"
"TRDC7",1.47406281555359e-58,-1.58220862507661,0.145,0.507,4.94120596401719e-54,"ab","TRDC"
"LEF15",2.44225324333842e-57,0.719222186396843,0.323,0.057,8.1866770969947e-53,"ab","LEF1"
"CTSW6",7.79973850454713e-56,-0.746893017633232,0.492,0.812,2.61455034410924e-51,"ab","CTSW"
"RPL112",7.88251504126151e-56,0.312171293609636,0.998,1,2.64229786698127e-51,"ab","RPL11"
"RPL212",3.02754149239821e-55,0.286061325513259,1,1,1.01486218366681e-50,"ab","RPL21"
"RPS252",7.25409478756904e-55,0.3313647050165,1,0.995,2.43164511374102e-50,"ab","RPS25"
"RPS3A2",2.44411449130194e-54,0.309958005358977,1,0.999,8.19291618629322e-50,"ab","RPS3A"
"AIF12",3.3669319999426e-54,0.61454445433038,0.218,0.018,1.12862927570076e-49,"ab","AIF1"
"RPL344",4.74363652340518e-54,0.332195387023273,1,1,1.59011439901065e-49,"ab","RPL34"
"SELL7",1.3001361712129e-53,0.706769860761987,0.487,0.148,4.35818645952277e-49,"ab","SELL"
"RPS141",2.87755696367001e-52,0.252156935226201,1,0.998,9.64585869791823e-48,"ab","RPS14"
"RPL382",4.08173121179562e-52,0.33422657852467,0.996,0.985,1.36823711950601e-47,"ab","RPL38"
"RPS282",4.0878711210248e-52,0.272392441958982,1,0.999,1.37029527847872e-47,"ab","RPS28"
"RPS122",6.53713172331293e-52,0.282349829596353,1,0.999,2.19131192497173e-47,"ab","RPS12"
"HLA-C2",1.63794658971811e-51,-0.351291320923682,0.996,0.999,5.49056076339408e-47,"ab","HLA-C"
"TYROBP8",1.63025999976654e-50,-1.38052020036172,0.175,0.503,5.46479454521743e-46,"ab","TYROBP"
"S100A43",3.60955678383119e-50,-0.426283204036459,0.859,0.967,1.20995952950805e-45,"ab","S100A4"
"LDHB6",1.63794075679129e-49,0.635823610040229,0.797,0.509,5.49054121084007e-45,"ab","LDHB"
"RPS182",5.16068297283113e-49,0.292404467343434,1,1,1.72991253932272e-44,"ab","RPS18"
"TRGC27",1.19661769589724e-48,-0.882028532259291,0.216,0.583,4.01118217841714e-44,"ab","TRGC2"
"RPS233",1.6093227553626e-48,0.321307582215389,0.996,0.996,5.39461080825096e-44,"ab","RPS23"
"RPL363",1.35354357139181e-47,0.308364162934717,1,0.992,4.53721340566249e-43,"ab","RPL36"
"GNLY7",3.88485929423034e-47,-1.30349598796404,0.603,0.785,1.30224368401895e-42,"ab","GNLY"
"RPL93",1.74365324004207e-45,0.313329517244635,1,0.997,5.84490002594503e-41,"ab","RPL9"
"RPL302",3.63957130134843e-45,0.269827260204758,1,0.996,1.22002069592501e-40,"ab","RPL30"
"SRGN7",1.54690439281907e-43,-0.720871582183754,0.504,0.735,5.18537821516881e-39,"ab","SRGN"
"MYO1F3",9.0928372058877e-43,-0.724410495655448,0.306,0.622,3.04800995978562e-38,"ab","MYO1F"
"KLRD18",1.53201323573802e-42,-0.919069836512352,0.346,0.646,5.13546156751743e-38,"ab","KLRD1"
"RPS83",2.98639176228403e-41,0.311063059942945,1,0.999,1.00106838263523e-36,"ab","RPS8"
"RPS162",1.53811516623527e-39,0.281599755906498,0.994,0.991,5.15591584873725e-35,"ab","RPS16"
"RPL35A2",1.74273144996737e-39,0.260171961336087,1,0.994,5.84181009343564e-35,"ab","RPL35A"
"RPL312",1.2177261700523e-38,0.270155628346067,0.996,0.994,4.08193989463231e-34,"ab","RPL31"
"HCST2",1.40626996278639e-38,-0.481253839176558,0.769,0.891,4.71395754225626e-34,"ab","HCST"
"CD8B5",4.24725860510014e-38,0.785207525253964,0.429,0.164,1.42372355701562e-33,"ab","CD8B"
"KLRG16",2.16072319922538e-37,-0.686894570785908,0.263,0.574,7.24296023612341e-33,"ab","KLRG1"
"BEX31",7.7212334525765e-37,0.388533964252209,0.148,0.012,2.58823466563817e-32,"ab","BEX3"
"MT-CO12",1.20084625198675e-36,-0.251657622914561,0.996,0.999,4.02535672128479e-32,"ab","MT-CO1"
"HLA-A2",2.19724807736343e-36,-0.312687615026038,0.992,0.994,7.36539528012996e-32,"ab","HLA-A"
"TSHZ21",3.02507466501674e-36,0.388076557900076,0.105,0.001,1.01403527846026e-31,"ab","TSHZ2"
"KLRF17",3.49875169635941e-36,-1.09395807678246,0.113,0.392,1.17281655613664e-31,"ab","KLRF1"
"COTL13",7.77844447435511e-36,0.555052391431877,0.329,0.096,2.60741237224858e-31,"ab","COTL1"
"HOPX4",1.09168879257951e-35,-0.786766086661716,0.231,0.523,3.65945000160577e-31,"ab","HOPX"
"SERINC54",1.26668399910745e-35,0.48511825150279,0.237,0.048,4.2460514334081e-31,"ab","SERINC5"
"RPS202",3.19296832476747e-35,0.269710966231763,0.994,0.989,1.0703149121453e-30,"ab","RPS20"
"RPS132",5.64044354043302e-35,0.301357731676899,0.996,0.991,1.89073307918855e-30,"ab","RPS13"
"RGS105",2.46048935009467e-34,0.565035435044204,0.423,0.16,8.24780635045234e-30,"ab","RGS10"
"ACTN12",5.0323100984205e-34,0.391405466413131,0.15,0.015,1.68688066809154e-29,"ab","ACTN1"
"CLIC13",2.30081799405247e-33,-0.604949295930975,0.423,0.658,7.71257199786328e-29,"ab","CLIC1"
"RPL36A3",1.13807404308566e-32,0.308908645332213,0.992,0.947,3.81493799982744e-28,"ab","RPL36A"
"RPS52",1.52109596730637e-32,0.302234193731758,0.992,0.971,5.09886579200767e-28,"ab","RPS5"
"TRGC18",1.6881016471196e-32,-0.996919808222539,0.1,0.362,5.6586855313096e-28,"ab","TRGC1"
"ACTB2",3.04813570641301e-32,-0.341265501286228,0.998,0.997,1.02176557014671e-27,"ab","ACTB"
"GZMK6",3.5121138669535e-31,-0.695880712394907,0.216,0.493,1.17729568934148e-26,"ab","GZMK"
"RPL232",8.28250825899429e-31,0.321100126349875,0.974,0.905,2.77637959349747e-26,"ab","RPL23"
"RGCC2",5.14389893649168e-30,0.443199795317568,0.205,0.043,1.72428636250137e-25,"ab","RGCC"
"PFN13",7.39365143561079e-29,-0.347234619206288,0.945,0.972,2.47842589773109e-24,"ab","PFN1"
"IL325",9.889460238071e-29,-0.418611673722872,0.842,0.876,3.31504596640378e-24,"ab","IL32"
"PASK1",1.51139374805384e-28,0.337624379687145,0.113,0.009,5.06634298285126e-24,"ab","PASK"
"TRABD2A1",1.72927660749459e-28,0.36637235397961,0.16,0.025,5.79670811598263e-24,"ab","TRABD2A"
"RPL222",1.89955241919718e-28,0.304620101877293,0.979,0.945,6.36748966439087e-24,"ab","RPL22"
"RCAN35",8.52289470335458e-28,0.499705239697275,0.273,0.084,2.85695953351149e-23,"ab","RCAN3"
"ID24",1.32049140896754e-27,-0.614703806721516,0.476,0.693,4.42641925200011e-23,"ab","ID2"
"PIK3IP15",1.89335373346355e-27,0.507492461407028,0.453,0.201,6.34671104994318e-23,"ab","PIK3IP1"
"FYB4",8.8902525736971e-27,0.514903412135407,0.579,0.318,2.98010156522901e-22,"ab","FYB"
"FCGR3A7",9.56783581184093e-27,-0.894827467524637,0.077,0.299,3.2072342424872e-22,"ab","FCGR3A"
"GPR653",1.81742283896045e-26,-0.652838004193555,0.235,0.461,6.09218309847933e-22,"ab","GPR65"
"LYAR4",3.30022146285611e-26,-0.58393376694936,0.231,0.475,1.106267236564e-21,"ab","LYAR"
"RPL44",5.33376745045092e-26,0.270758571145155,0.974,0.951,1.78793218706565e-21,"ab","RPL4"
"NCR35",1.69449064595522e-25,-0.679393718297628,0.098,0.32,5.68010209430648e-21,"ab","NCR3"
"FHIT1",2.69689373228412e-25,0.354908649971696,0.122,0.015,9.0402574799896e-21,"ab","FHIT"
"RP11-291B21.21",1.12592276426918e-23,0.41867853279741,0.16,0.033,3.77420569810672e-19,"ab","RP11-291B21.2"
"H3F3B3",1.58270282304935e-23,-0.337429339819147,0.867,0.924,5.30537813314373e-19,"ab","H3F3B"
"GZMB6",2.05247159581735e-23,-0.964896429995399,0.32,0.513,6.88009003633934e-19,"ab","GZMB"
"FOXP14",4.36261030412782e-23,0.483962224603163,0.487,0.244,1.46239060004669e-18,"ab","FOXP1"
"EIF3E4",5.4907806113729e-23,0.396003936811314,0.859,0.713,1.84056456873831e-18,"ab","EIF3E"
"MATK3",1.07136265674153e-22,-0.600424892898587,0.122,0.338,3.59131476166329e-18,"ab","MATK"
"CYBA4",1.22422835232941e-22,-0.424233209114756,0.727,0.816,4.1037358598434e-18,"ab","CYBA"
"CFL12",1.925842113803e-22,-0.300454712834546,0.889,0.949,6.45561534967903e-18,"ab","CFL1"
"CMC15",5.9363403631652e-22,-0.539669582207523,0.312,0.545,1.98992065313661e-17,"ab","CMC1"
"UBB2",6.94742790007359e-22,-0.372396403836214,0.727,0.818,2.32884730638367e-17,"ab","UBB"
"RIC32",8.05683137925904e-22,0.312469326414699,0.139,0.027,2.70073044664142e-17,"ab","RIC3"
"NPM13",1.11135901068155e-21,0.36775607006927,0.861,0.725,3.72538653970562e-17,"ab","NPM1"
"TCF74",2.20071634317784e-21,0.445586831505849,0.429,0.207,7.37702125396645e-17,"ab","TCF7"
"CCL47",4.88784331433001e-21,-0.702762287241028,0.291,0.48,1.63845395739656e-16,"ab","CCL4"
"ALOX5AP4",5.03357708672701e-21,-0.581678635324105,0.291,0.48,1.68730537524176e-16,"ab","ALOX5AP"
"TRAC6",6.35868070404134e-21,0.307844281676286,0.852,0.595,2.1314933588017e-16,"ab","TRAC"
"NELL21",2.39579343249814e-20,0.327268705310187,0.13,0.025,8.03093916507703e-16,"ab","NELL2"
"DUSP25",3.02436160076315e-20,-0.626517986347108,0.147,0.344,1.01379625219182e-15,"ab","DUSP2"
"CEBPD7",2.63447727185815e-19,-0.595416542717382,0.045,0.211,8.83103126299571e-15,"ab","CEBPD"
"CD634",3.80417561255195e-19,-0.547850482318935,0.209,0.409,1.27519770708354e-14,"ab","CD63"
"MYL62",4.33202287022399e-19,-0.304953407039347,0.805,0.868,1.45213738632778e-14,"ab","MYL6"
"AC092580.46",4.73884450876913e-19,-0.531976800824171,0.25,0.45,1.5885080677845e-14,"ab","AC092580.4"
"IFITM25",5.48149329169414e-19,-0.406429901197046,0.709,0.787,1.83745136630879e-14,"ab","IFITM2"
"CD75",9.65330314034642e-19,-0.492439016120203,0.575,0.687,3.23588374567552e-14,"ab","CD7"
"C6orf485",2.73367734545465e-18,0.399461175631644,0.551,0.324,9.16355982969855e-14,"ab","C6orf48"
"GZMM2",2.83600074269511e-18,-0.450389688664768,0.429,0.578,9.50655808958827e-14,"ab","GZMM"
"LDLRAP13",3.85275409714933e-18,0.373670736680241,0.237,0.088,1.29148170090543e-13,"ab","LDLRAP1"
"NDFIP12",6.72012217274336e-18,0.37860855565136,0.436,0.223,2.2526521535253e-13,"ab","NDFIP1"
"CAMK43",6.92803240084061e-18,0.362060677135972,0.241,0.092,2.32234574108578e-13,"ab","CAMK4"
"ZBTB165",8.53470288211193e-18,-0.477238797536506,0.019,0.161,2.86091775311274e-13,"ab","ZBTB16"
"MYL12A2",1.9405036644613e-17,-0.26245075688121,0.951,0.949,6.50476233364071e-13,"ab","MYL12A"
"CLIC35",3.08384094689053e-17,-0.732864740067923,0.128,0.299,1.03373432380717e-12,"ab","CLIC3"
"ITGB25",3.99579240208658e-17,-0.392272267512883,0.447,0.631,1.33942957110344e-12,"ab","ITGB2"
"ARPC24",4.04000151910263e-17,-0.33199491613482,0.746,0.834,1.35424890921839e-12,"ab","ARPC2"
"S1PR54",5.03029517351664e-17,-0.522027956465083,0.115,0.285,1.68620524511451e-12,"ab","S1PR5"
