"p_val","avg_logFC","pct.1","pct.2","p_val_adj","type","gene"
"AKNA",1.68686699532296e-05,0.32712394907438,0.379,0.306,0.565454685502208,"NK","AKNA"
"SPPL2A",1.70758867761176e-05,0.354621504694285,0.162,0.09,0.572400800622239,"NK","SPPL2A"
"LPCAT1",1.72312351016053e-05,0.295967672755413,0.139,0.072,0.577608231840911,"NK","LPCAT1"
"NCOA1",1.75064030737656e-05,0.282430062349589,0.123,0.06,0.586832137435697,"NK","NCOA1"
"SIRT2",1.77039878030732e-05,0.299859644343446,0.139,0.072,0.593455375146816,"NK","SIRT2"
"SYTL1",1.81127549074436e-05,0.371249690413843,0.269,0.191,0.607157657252417,"NK","SYTL1"
"CH17-189H20.1",1.97530303568007e-05,0.299891417796227,0.366,0.29,0.662141330590317,"NK","CH17-189H20.1"
"PPP3CA",2.32670286153796e-05,0.408494697927944,0.217,0.141,0.779934066216139,"NK","PPP3CA"
"NSG1",2.49839912515285e-05,-0.264928343531824,0.039,0.122,0.837488370742486,"NK","NSG1"
"ARHGEF3",2.8087954065116e-05,0.338576391362459,0.223,0.148,0.941536308216753,"NK","ARHGEF3"
"SUN2",2.81902521689722e-05,0.371441695503522,0.32,0.25,0.944965442956119,"NK","SUN2"
"XBP1",2.91057293519751e-05,0.367057798627362,0.437,0.401,0.975653153607557,"NK","XBP1"
"SCP2",3.11991762658838e-05,0.376288974476131,0.35,0.285,1,"NK","SCP2"
"SKAP2",3.61406158092457e-05,0.288055307343599,0.152,0.084,1,"NK","SKAP2"
"STAT4",3.81344798386912e-05,0.339727486659023,0.265,0.193,1,"NK","STAT4"
"TRBC1",3.99213764189534e-05,0.302062772550725,0.573,0.534,1,"NK","TRBC1"
"UNC50",4.06881767896478e-05,0.330495361436415,0.146,0.08,1,"NK","UNC50"
"APOBEC3G",4.29197604968906e-05,0.288940601619658,0.379,0.306,1,"NK","APOBEC3G"
"NFATC2",4.35395593376894e-05,0.336804715604175,0.162,0.094,1,"NK","NFATC2"
"C4orf3",4.39033477745181e-05,0.271620383127037,0.447,0.406,1,"NK","C4orf3"
"GLTP",4.73294496584678e-05,0.358323946411689,0.181,0.112,1,"NK","GLTP"
"ARIH2",5.30581907347413e-05,0.291974969235618,0.146,0.081,1,"NK","ARIH2"
"SLC9A3R1",5.48530443353029e-05,0.300394167158269,0.353,0.291,1,"NK","SLC9A3R1"
"RSBN1L",5.55385708940547e-05,0.343443737582116,0.272,0.2,1,"NK","RSBN1L"
"WDR37",5.56480846521399e-05,0.363389057207106,0.133,0.072,1,"NK","WDR37"
"PPP2R5C",6.10733068723961e-05,0.250028196889841,0.511,0.478,1,"NK","PPP2R5C"
"SNRPB",6.24341029021058e-05,0.302926904763764,0.379,0.32,1,"NK","SNRPB"
"MIDN",6.24924393412564e-05,0.379049652238196,0.139,0.078,1,"NK","MIDN"
"LRPAP1",6.26461525498179e-05,0.288558645888198,0.204,0.133,1,"NK","LRPAP1"
"IQGAP1",6.31406458553476e-05,0.343496794403345,0.246,0.173,1,"NK","IQGAP1"
"HMGN2",6.52394267659743e-05,0.261799772836904,0.505,0.476,1,"NK","HMGN2"
"IRF1",6.52502132267108e-05,0.296127087854351,0.492,0.444,1,"NK","IRF1"
"COMMD4",6.95077941397688e-05,0.292966738648621,0.117,0.059,1,"NK","COMMD4"
"TRBC2",7.19494828106657e-05,-0.281382199322359,0.495,0.64,1,"NK","TRBC2"
"ARSG",7.43680589575541e-05,0.257927820899783,0.104,0.049,1,"NK","ARSG"
"CD47",7.97070641934119e-05,0.331753810560885,0.417,0.375,1,"NK","CD47"
"CTSC",8.21007366133405e-05,0.339741372015129,0.362,0.307,1,"NK","CTSC"
"RHOF",8.85322618247449e-05,0.281924156187501,0.327,0.26,1,"NK","RHOF"
"GTF2I",9.15381193011093e-05,0.300199489699331,0.188,0.12,1,"NK","GTF2I"
"RHOG",0.000101053710631542,0.330330888514806,0.304,0.242,1,"NK","RHOG"
"MIR142",0.000105965988464565,0.266401073978735,0.366,0.304,1,"NK","MIR142"
"TGFBR3",0.000108965472210644,0.275408924462536,0.172,0.104,1,"NK","TGFBR3"
"TAPBP",0.000118822124518458,0.287159068726651,0.353,0.291,1,"NK","TAPBP"
"ARID5A",0.000123213947659154,0.275650798165676,0.162,0.097,1,"NK","ARID5A"
"HENMT1",0.000133204977881018,0.278764138888461,0.142,0.082,1,"NK","HENMT1"
"RTN4",0.000133624256112892,0.324493315105865,0.239,0.17,1,"NK","RTN4"
"CD226",0.000136963574492828,0.294799888623756,0.142,0.081,1,"NK","CD226"
"TINF2",0.000138963752779713,0.331512361884917,0.191,0.125,1,"NK","TINF2"
"BRD7",0.000161250156943907,0.342623752149848,0.162,0.1,1,"NK","BRD7"
"BRD2",0.000168942556572406,0.314804300764538,0.252,0.187,1,"NK","BRD2"
"GLRX",0.000176898255717985,0.288614918127027,0.372,0.322,1,"NK","GLRX"
"GCHFR",0.000183764185792529,0.368376701084299,0.165,0.102,1,"NK","GCHFR"
"NCKAP1L",0.000185451146284935,0.295091829984826,0.188,0.123,1,"NK","NCKAP1L"
"APOL6",0.000203496194707569,0.32961780624268,0.214,0.149,1,"NK","APOL6"
"BSG",0.000204760689016733,0.333202415846642,0.307,0.254,1,"NK","BSG"
"ARF6",0.000220181783113953,0.278631476730219,0.417,0.379,1,"NK","ARF6"
"COX8A",0.000237282282650847,0.29100493295262,0.427,0.4,1,"NK","COX8A"
"NUCB1",0.000269429571691363,0.341857007238419,0.214,0.152,1,"NK","NUCB1"
"POMP",0.000285271155198032,0.271689627436876,0.382,0.33,1,"NK","POMP"
"GNAI2",0.000293921792304994,0.302622012297413,0.265,0.204,1,"NK","GNAI2"
"CREM",0.000302628087011745,0.26669656766217,0.107,0.056,1,"NK","CREM"
"DIAPH1",0.000315206992044805,0.269505184810248,0.201,0.138,1,"NK","DIAPH1"
"CARHSP1",0.000323215689077695,0.342428220881867,0.21,0.149,1,"NK","CARHSP1"
"PRKAR1A",0.000326715488574619,0.343622158895417,0.214,0.152,1,"NK","PRKAR1A"
"PCBP1",0.000328392811537038,0.29307597989867,0.472,0.47,1,"NK","PCBP1"
"SASH3",0.000349013182157265,0.324672150436814,0.227,0.163,1,"NK","SASH3"
"ACTR2",0.000369807870591838,0.372525017107717,0.333,0.287,1,"NK","ACTR2"
"GOLGA7",0.000375933738964379,0.29826045783264,0.23,0.169,1,"NK","GOLGA7"
"UTRN",0.000395855267979341,0.309702126310024,0.23,0.169,1,"NK","UTRN"
"SRPK2",0.000419406877346515,0.261232689042423,0.246,0.184,1,"NK","SRPK2"
"STK10",0.000434500005468824,0.322196299149132,0.269,0.209,1,"NK","STK10"
"WSB1",0.000435726305401066,0.318464689250831,0.207,0.146,1,"NK","WSB1"
"SKAP1",0.000438396287731058,0.299231892190922,0.324,0.267,1,"NK","SKAP1"
"EBP",0.000440682155756425,0.273494998809846,0.159,0.101,1,"NK","EBP"
"HN1",0.000442802809231036,0.325880056350632,0.201,0.142,1,"NK","HN1"
"DNAJB11",0.000483585516943578,0.262005088479486,0.155,0.097,1,"NK","DNAJB11"
"IDS",0.000484222707900653,0.310011934196441,0.236,0.173,1,"NK","IDS"
"ADA",0.000498420010664105,0.267460172912932,0.136,0.081,1,"NK","ADA"
"LASP1",0.000500935635760075,0.297014034419669,0.21,0.15,1,"NK","LASP1"
"MAP1LC3B",0.000529280799415678,0.32040100060576,0.239,0.182,1,"NK","MAP1LC3B"
"PEX2",0.00053123023746253,0.27404698857482,0.142,0.088,1,"NK","PEX2"
"GEMIN7",0.000534127097866802,0.296271325917638,0.107,0.058,1,"NK","GEMIN7"
"SH3GLB1",0.000561417134036953,0.29476936568725,0.214,0.154,1,"NK","SH3GLB1"
"DYNLRB1",0.000582843437530698,0.301409053073335,0.243,0.184,1,"NK","DYNLRB1"
"PILRB",0.000613359883811357,0.268064404725753,0.188,0.128,1,"NK","PILRB"
"DNAJC1",0.000643265469031197,0.290982715920795,0.217,0.156,1,"NK","DNAJC1"
"ADRB2",0.00067209824630521,0.271939663177189,0.249,0.193,1,"NK","ADRB2"
"KLF2",0.000678292973857628,0.297396306986213,0.456,0.441,1,"NK","KLF2"
"H2AFV",0.000708826437787657,0.307972465830613,0.298,0.25,1,"NK","H2AFV"
"LAMTOR4",0.000736459099422194,0.271386271110694,0.411,0.384,1,"NK","LAMTOR4"
"GPAA1",0.000747810223999869,0.288036960516543,0.146,0.092,1,"NK","GPAA1"
"TUBB",0.000808129533007754,0.282276940456415,0.379,0.343,1,"NK","TUBB"
"TIMP1",0.000815710435302217,0.390399731470498,0.197,0.143,1,"NK","TIMP1"
"PRKAG1",0.000884532550326823,0.253635912485627,0.149,0.095,1,"NK","PRKAG1"
"MACF1",0.000893808553123919,0.276967896032933,0.246,0.19,1,"NK","MACF1"
"CBR4",0.000917202280083677,0.256646129981575,0.123,0.073,1,"NK","CBR4"
"ATOX1",0.000930388986492303,0.326281297756962,0.155,0.103,1,"NK","ATOX1"
"C1orf174",0.000934986438708276,0.264042208973042,0.126,0.076,1,"NK","C1orf174"
"CLEC2B",0.000965413539847753,0.26422960490632,0.34,0.295,1,"NK","CLEC2B"
"APOBEC3C",0.000967967352263206,0.339519748051646,0.34,0.288,1,"NK","APOBEC3C"
"POLR3GL",0.00103975749366747,0.290460043133948,0.285,0.236,1,"NK","POLR3GL"
"VASP",0.00108915414675625,0.267184999820994,0.191,0.134,1,"NK","VASP"
"IRF9",0.00127767116264225,0.258164235371066,0.172,0.116,1,"NK","IRF9"
"ZFX",0.001278427798287,0.250127283724211,0.136,0.084,1,"NK","ZFX"
"SPN",0.00132535188739561,0.291335688241504,0.346,0.301,1,"NK","SPN"
"CCM2",0.00135667346229703,0.261758883538765,0.214,0.161,1,"NK","CCM2"
"PXN",0.00137663116697081,0.305477810344759,0.172,0.119,1,"NK","PXN"
"CCDC69",0.00137832773616039,0.264249925681609,0.191,0.137,1,"NK","CCDC69"
"SH2D2A",0.00144570521098381,0.252290682490151,0.184,0.13,1,"NK","SH2D2A"
"TMEM71",0.00150771306897017,0.292798569728022,0.142,0.093,1,"NK","TMEM71"
"ELF2",0.00153772848674931,0.269726042618726,0.152,0.101,1,"NK","ELF2"
"RNF167",0.00157060844831058,0.280132979361221,0.243,0.189,1,"NK","RNF167"
"RPS19BP1",0.00157494798111189,0.315790704117999,0.265,0.218,1,"NK","RPS19BP1"
"PTPN2",0.00158485728167585,0.266920290557207,0.246,0.192,1,"NK","PTPN2"
"JTB",0.00172504175865884,0.283837436873134,0.356,0.329,1,"NK","JTB"
"CTBP1",0.00192786905954886,0.283613341000699,0.152,0.101,1,"NK","CTBP1"
"ZFAND6",0.00192847925937214,0.296564240414898,0.256,0.208,1,"NK","ZFAND6"
"INPP5D",0.00211890390331912,0.316244120437327,0.22,0.17,1,"NK","INPP5D"
"PSMA4",0.00214176176816204,0.254028860312226,0.333,0.292,1,"NK","PSMA4"
"ACTN4",0.00218224491623738,0.277666459187907,0.188,0.137,1,"NK","ACTN4"
"SFT2D1",0.00222916074796135,0.313759777774836,0.223,0.175,1,"NK","SFT2D1"
"RAB5C",0.00236737879505235,0.289875137559264,0.233,0.185,1,"NK","RAB5C"
"PPP2R2B",0.00252528817754982,0.260167933769658,0.104,0.061,1,"NK","PPP2R2B"
"CISD3",0.00255501201485151,0.285019895807968,0.207,0.158,1,"NK","CISD3"
"POLR2L",0.00260523685166559,0.284177514871108,0.479,0.486,1,"NK","POLR2L"
"HNRNPU",0.00261192433007198,0.254617414800629,0.311,0.27,1,"NK","HNRNPU"
"MAP2K2",0.00291589652800571,0.274242524232109,0.133,0.086,1,"NK","MAP2K2"
"ZNF276",0.00298565811934407,0.269959813169503,0.188,0.14,1,"NK","ZNF276"
"RASSF1",0.00315377231115581,0.276110861264088,0.159,0.11,1,"NK","RASSF1"
"CYTIP",0.0032767899308634,0.258923159153257,0.353,0.329,1,"NK","CYTIP"
"FOXN3",0.00345685454128743,0.262779397500654,0.243,0.197,1,"NK","FOXN3"
"PSMB8-AS1",0.003695765098581,0.283120158954765,0.269,0.226,1,"NK","PSMB8-AS1"
"CCDC186",0.00378879532411448,0.258916480712734,0.152,0.105,1,"NK","CCDC186"
"FLNA",0.00380043477689397,0.273575506571387,0.314,0.272,1,"NK","FLNA"
"CASP8",0.00380393856683701,0.267135979101107,0.22,0.173,1,"NK","CASP8"
"LINC00869",0.00395710433339492,0.316650726738876,0.21,0.165,1,"NK","LINC00869"
"ICAM2",0.00438195328447091,0.286677193703574,0.239,0.196,1,"NK","ICAM2"
"SPSB3",0.00456161115316864,0.274845820859296,0.204,0.158,1,"NK","SPSB3"
"LMO4",0.00478399311545155,0.305698558561967,0.155,0.111,1,"NK","LMO4"
"C7orf73",0.00493546542818886,0.253972442184916,0.252,0.209,1,"NK","C7orf73"
"FMNL1",0.00557036859257251,0.269968896296154,0.227,0.185,1,"NK","FMNL1"
"HMOX2",0.00570260643920377,0.262864400553269,0.256,0.215,1,"NK","HMOX2"
"SDF4",0.00587615344625985,0.257650327112896,0.162,0.117,1,"NK","SDF4"
"ATP6AP2",0.00593775902538716,0.259936821471044,0.262,0.227,1,"NK","ATP6AP2"
"REL",0.00595981415496723,0.253288783967498,0.191,0.145,1,"NK","REL"
"RBM23",0.00648697951552672,0.260605436156002,0.21,0.169,1,"NK","RBM23"
"MYBL1",0.00707878497546856,0.259917250568881,0.194,0.149,1,"NK","MYBL1"
"IFI35",0.00738270435967281,0.251587359140574,0.12,0.08,1,"NK","IFI35"
"TRGC11",0.00813848829534553,-0.412284443073449,0.233,0.305,1,"NK","TRGC1"
"UBE2L6",0.00916294090377263,0.262585858181408,0.243,0.205,1,"NK","UBE2L6"
"RALY",0.00988297273306152,0.258469222026301,0.239,0.202,1,"NK","RALY"
"RCN2",0.0102182635033169,0.285004927267833,0.217,0.18,1,"NK","RCN2"
"HEXA",0.0103406103268363,0.290647023552892,0.159,0.118,1,"NK","HEXA"
"ADGRE5",0.0109564627556098,0.268669386415458,0.262,0.228,1,"NK","ADGRE5"
"ACP1",0.0123790648299461,0.277149728206046,0.227,0.192,1,"NK","ACP1"
"NFE2L2",0.0125681421776405,0.284123308181062,0.175,0.135,1,"NK","NFE2L2"
"ZNHIT1",0.0131993026599544,0.261494221937583,0.269,0.239,1,"NK","ZNHIT1"
"HDDC2",0.0133560195678861,0.258402169257422,0.184,0.146,1,"NK","HDDC2"
"SH3KBP1",0.0135397122684161,0.250579274087735,0.282,0.255,1,"NK","SH3KBP1"
"POLE3",0.0139466171853064,0.275133345220813,0.142,0.105,1,"NK","POLE3"
"FAM107B",0.0148035483924226,0.260565001164458,0.314,0.298,1,"NK","FAM107B"
"MTPN",0.0167640466492889,0.29443795320456,0.207,0.173,1,"NK","MTPN"
"TBCB",0.0182074115751132,0.258456890950904,0.259,0.233,1,"NK","TBCB"
"SDCBP",0.0210895589107552,0.254971556963834,0.204,0.172,1,"NK","SDCBP"
"NCR3",0.0216993992151776,0.274466846269977,0.285,0.258,1,"NK","NCR3"
"CHMP1B",0.0286785209841558,0.26506639141434,0.136,0.103,1,"NK","CHMP1B"
"ANAPC11",0.0287635278717815,0.261417831266153,0.256,0.236,1,"NK","ANAPC11"
"SERPINB1",0.0334923483196658,0.265671129054498,0.22,0.195,1,"NK","SERPINB1"
"POLR2G",0.0422492957739276,0.251530994859329,0.201,0.173,1,"NK","POLR2G"
"RAB27A",0.0674396630394454,0.262484781956193,0.194,0.174,1,"NK","RAB27A"
"ZMAT2",0.13133766750318,0.254280483957818,0.188,0.173,1,"NK","ZMAT2"
"TRDC1",3.21199076695483e-97,1.26400191287103,0.901,0.333,1.07669142499093e-92,"vd1","TRDC"
"KLRC2",3.3666129526736e-72,1.23092646301001,0.324,0.031,1.12852232786572e-67,"vd1","KLRC2"
"TIGIT",8.77664033852109e-61,0.903752416867812,0.338,0.046,2.94201760787565e-56,"vd1","TIGIT"
"CCL5",6.51147726398183e-53,0.700057328126983,0.965,0.861,2.18271229365935e-48,"vd1","CCL5"
"GZMH2",1.66357411381776e-42,0.914067691731957,0.739,0.392,5.57646678692853e-38,"vd1","GZMH"
"CMC12",4.06406248357101e-42,0.90741283797116,0.768,0.438,1.36231438511784e-37,"vd1","CMC1"
"TMSB4X",9.38050849876535e-42,0.264034335734936,1,1,3.14444025387113e-37,"vd1","TMSB4X"
"RPL131",2.37617988415386e-36,-0.321551438998072,1,0.999,7.96519258967216e-32,"vd1","RPL13"
"NKG72",5.91860680936716e-31,0.479906914896472,0.979,0.917,1.98397618856797e-26,"vd1","NKG7"
"IL7R2",3.94156497980469e-30,-0.884097732905716,0.282,0.645,1.32125199688033e-25,"vd1","IL7R"
"RPL341",1.45546631657796e-28,-0.318983016301448,1,1,4.87886863980097e-24,"vd1","RPL34"
"CCL42",4.44531586276729e-27,0.672976110625792,0.673,0.392,1.49011433035822e-22,"vd1","CCL4"
"KLRD12",9.71372614046803e-27,0.502795535180883,0.827,0.526,3.25613813954629e-22,"vd1","KLRD1"
"RPS81",2.68995401986097e-25,-0.324242096083961,1,0.999,9.01699486997596e-21,"vd1","RPS8"
"RPL321",3.92635585978058e-25,-0.272760863304176,1,0.999,1.31615374775705e-20,"vd1","RPL32"
"TRAC2",4.04512048709978e-25,-0.744751507482597,0.419,0.701,1.35596483848072e-20,"vd1","TRAC"
"GNLY2",6.90849574754986e-25,0.444425318053878,0.898,0.711,2.31579685953619e-20,"vd1","GNLY"
"RPL391",1.27378950669567e-24,-0.26890930266128,1,1,4.26986980539455e-20,"vd1","RPL39"
"HLA-DRB1",1.97249055882195e-24,0.561964016608856,0.211,0.047,6.61198560222706e-20,"vd1","HLA-DRB1"
"LTB2",1.0175548578915e-23,-0.73517608639702,0.447,0.697,3.41094563913809e-19,"vd1","LTB"
"CCL32",3.36844603247534e-23,0.540254289861126,0.257,0.07,1.12913679454606e-18,"vd1","CCL3"
"FCGR3A2",3.849365530578e-22,0.527543983398243,0.475,0.203,1.29034581950505e-17,"vd1","FCGR3A"
"CD3D1",7.28980508405589e-21,0.420427747184868,0.88,0.731,2.44361556222637e-16,"vd1","CD3D"
"TRGC12",3.30122147345903e-20,0.791731769375543,0.493,0.261,1.1066024501182e-15,"vd1","TRGC1"
"FCRL62",5.70382841339951e-20,0.559007322616667,0.335,0.128,1.91198032245565e-15,"vd1","FCRL6"
"KLRF12",7.69769902511158e-20,0.410282167531992,0.556,0.28,2.58034569020765e-15,"vd1","KLRF1"
"TPT11",8.78310789822216e-20,-0.273618660573667,0.989,0.993,2.94418559856305e-15,"vd1","TPT1"
"RPS231",1.39865052847111e-19,-0.262761894802582,0.996,0.996,4.68841643648801e-15,"vd1","RPS23"
"GCSAM",2.13387702652757e-19,0.370321438403865,0.116,0.017,7.15296918062306e-15,"vd1","GCSAM"
"RPS4X1",2.91505990811647e-19,-0.263694121571922,1,0.999,9.77157231799722e-15,"vd1","RPS4X"
"TYROBP2",3.42313437047998e-19,0.553286293942976,0.63,0.383,1.1474688723286e-14,"vd1","TYROBP"
"TRG-AS1",7.9889785429138e-19,0.55461735076905,0.356,0.15,2.67798549737014e-14,"vd1","TRG-AS1"
"RPL361",2.44954551468224e-18,-0.257791143173774,0.993,0.994,8.21112151976634e-14,"vd1","RPL36"
"RPL91",4.56371006731681e-18,-0.252378203773304,1,0.998,1.52980125166527e-13,"vd1","RPL9"
"ZEB22",1.78939414079968e-17,0.577798844049167,0.38,0.165,5.99822809937459e-13,"vd1","ZEB2"
"GZMB2",1.7455761940391e-16,0.271423243197767,0.687,0.426,5.85134596003846e-12,"vd1","GZMB"
"IFITM21",2.24534278049901e-16,0.349352112738127,0.877,0.748,7.52661353451074e-12,"vd1","IFITM2"
"RPL36A1",2.75720054228996e-16,-0.303875100018712,0.947,0.961,9.24241193781018e-12,"vd1","RPL36A"
"IL322",9.43838531065353e-16,0.354410203911051,0.951,0.854,3.16384113998417e-11,"vd1","IL32"
"SRGN2",9.86990419569316e-16,0.331991485768663,0.824,0.651,3.30849058543831e-11,"vd1","SRGN"
"PFN11",2.15861472618284e-15,0.293456125228177,0.982,0.962,7.23589242363749e-11,"vd1","PFN1"
"ITGB21",4.63635062612233e-15,0.396016264293838,0.739,0.558,1.55415109338247e-10,"vd1","ITGB2"
"KLRB11",7.93478368797909e-15,-0.585846359811466,0.827,0.876,2.65981884004747e-10,"vd1","KLRB1"
"RPL42",8.51539676369466e-15,-0.271758730767754,0.951,0.958,2.85444614915809e-10,"vd1","RPL4"
"LITAF2",8.72856297863455e-15,0.441747178465396,0.637,0.47,2.92590159606809e-10,"vd1","LITAF"
"IKZF2",8.46901349336566e-14,0.357663324680372,0.13,0.032,2.8388980131111e-09,"vd1","IKZF2"
"RPLP01",1.90623634850045e-13,-0.271573125427246,0.94,0.956,6.38989486380836e-09,"vd1","RPLP0"
"HLA-DPA1",3.45863458755671e-13,0.502968197380817,0.282,0.125,1.15936890009489e-08,"vd1","HLA-DPA1"
"EEF1B21",5.8388078692146e-13,-0.340538792218736,0.764,0.88,1.95722678583942e-08,"vd1","EEF1B2"
"C12orf751",1.1533265493452e-12,0.432188409173714,0.546,0.359,3.86606592606005e-08,"vd1","C12orf75"
"CYBA1",1.25374906994562e-12,0.314830224750098,0.873,0.78,4.20269225736471e-08,"vd1","CYBA"
"ADGRG11",2.50872381294987e-12,0.388082232532847,0.268,0.114,8.40949309338927e-08,"vd1","ADGRG1"
"CD40LG2",4.11636553899746e-12,-0.525389198068999,0.018,0.18,1.37984689232734e-07,"vd1","CD40LG"
"CST71",6.08160939475892e-12,0.30995075328121,0.842,0.711,2.03861628521714e-07,"vd1","CST7"
"TRGC22",6.85125568171341e-12,0.450438541299627,0.651,0.461,2.29660941706715e-07,"vd1","TRGC2"
"CEBPD2",8.25808498858531e-12,-0.591418931937999,0.028,0.19,2.76819266902368e-07,"vd1","CEBPD"
"HLA-DPB11",1.17274270880253e-11,0.501143546202651,0.391,0.224,3.93115083417697e-07,"vd1","HLA-DPB1"
"RPL171",2.51734934843902e-11,-0.259470918711384,0.915,0.941,8.43840675090244e-07,"vd1","RPL17"
"CRTAM",2.66405065280143e-11,0.321329011936717,0.109,0.027,8.93016419325566e-07,"vd1","CRTAM"
"HNRNPA1",4.69471119234553e-11,-0.251015604093696,0.835,0.925,1.57371413878614e-06,"vd1","HNRNPA1"
"CD3G1",1.73891675727588e-10,0.35461089497877,0.683,0.547,5.82902286206449e-06,"vd1","CD3G"
"NOSIP1",2.25788908962592e-10,-0.428796196818846,0.236,0.457,7.56867001733506e-06,"vd1","NOSIP"
"VAV3",2.54419806105961e-10,0.305498709296624,0.12,0.035,8.52840632047791e-06,"vd1","VAV3"
"CD271",2.55924663769451e-10,-0.432257699523633,0.123,0.316,8.57885065421577e-06,"vd1","CD27"
"CD631",2.68725730579571e-10,0.414497631186694,0.496,0.334,9.00795521475781e-06,"vd1","CD63"
"CTSW2",2.91739417628486e-10,0.300474374067536,0.842,0.711,9.77939701832448e-06,"vd1","CTSW"
"JAML1",3.28702966212853e-10,-0.469869568470213,0.032,0.179,1.1018452130421e-05,"vd1","JAML"
"EEF2",5.71688893683259e-10,-0.264967571546329,0.768,0.858,1.91635834051565e-05,"vd1","EEF2"
"SIT11",1.05122287440228e-09,-0.44176174926809,0.046,0.195,3.52380419728389e-05,"vd1","SIT1"
"GZMK2",1.58815322380742e-09,-0.528603802438121,0.264,0.446,5.32364842152487e-05,"vd1","GZMK"
"IFITM11",1.87175966538596e-09,0.273580885347503,0.701,0.591,6.27432557434026e-05,"vd1","IFITM1"
"ARPC21",2.90808477660041e-09,0.251480050870978,0.88,0.8,9.74819097964223e-05,"vd1","ARPC2"
"NCR11",3.23455262526874e-09,0.309367682416596,0.113,0.034,0.000108425438551633,"vd1","NCR1"
"XCL21",3.27175159494408e-09,0.306836447552898,0.173,0.068,0.000109672385214121,"vd1","XCL2"
"SLC4A102",3.6594607023698e-09,-0.427533148224922,0.007,0.124,0.000122668782204138,"vd1","SLC4A10"
"NPM11",4.05835013635608e-09,-0.305866748646657,0.676,0.775,0.000136039954920792,"vd1","NPM1"
"ANXA2",4.98153460308242e-09,0.363176217794437,0.391,0.248,0.000166986021429926,"vd1","ANXA2"
"MYC1",5.436088320504e-09,-0.460193667312325,0.116,0.28,0.000182223116591615,"vd1","MYC"
"ZBTB161",6.00134900515559e-09,-0.407487136097855,0.018,0.141,0.00020117122000182,"vd1","ZBTB16"
"ARID5B",6.05193316412506e-09,0.370016921836294,0.19,0.081,0.000202866851594636,"vd1","ARID5B"
"PLA2G16",6.8636389536285e-09,0.355289823786962,0.215,0.1,0.000230076041364581,"vd1","PLA2G16"
"EIF3E1",7.4182543606109e-09,-0.331233814828631,0.62,0.773,0.000248667304422038,"vd1","EIF3E"
"MBP2",9.36599521895683e-09,0.341044512254128,0.447,0.295,0.000313957525734652,"vd1","MBP"
"REL1",1.10528281788477e-08,0.347196607452142,0.261,0.134,0.000370501853383155,"vd1","REL"
"S100B1",1.14583481736347e-08,-0.772404231363743,0.035,0.161,0.000384095289128409,"vd1","S100B"
"AQP31",1.24956134269139e-08,-0.390244649686249,0.032,0.16,0.000418865457683581,"vd1","AQP3"
"FGR2",1.58459634167819e-08,0.312725058232478,0.254,0.124,0.000531172539693947,"vd1","FGR"
"AOAH1",1.70037931775779e-08,0.261446631707969,0.151,0.058,0.000569984151105588,"vd1","AOAH"
"PTPN6",1.72588035919586e-08,0.373217892812141,0.335,0.201,0.000578532355206045,"vd1","PTPN6"
"FLNA1",3.78725831143536e-08,0.356725501264983,0.398,0.259,0.00126952685857625,"vd1","FLNA"
"APBA2",6.18983995822174e-08,0.311052277417384,0.141,0.055,0.00207489625239551,"vd1","APBA2"
"LGALS12",8.08191358792333e-08,0.419377172059996,0.391,0.253,0.00270913825380778,"vd1","LGALS1"
"FLT3LG1",8.0956455994673e-08,-0.369958786663059,0.095,0.244,0.00271374136139743,"vd1","FLT3LG"
"MYL12B",1.06332781779774e-07,0.30179572811592,0.701,0.619,0.00356438117803982,"vd1","MYL12B"
"LDHB1",1.31107295624871e-07,-0.326959128497584,0.437,0.608,0.00439484765664129,"vd1","LDHB"
"CD991",1.37889133822918e-07,0.334199731646992,0.634,0.519,0.00462218165487804,"vd1","CD99"
"RCAN31",2.34368737280893e-07,-0.336731626869191,0.035,0.149,0.00785627444239282,"vd1","RCAN3"
"ZBTB38",2.34901655758156e-07,0.380457254000742,0.215,0.112,0.00787413840266915,"vd1","ZBTB38"
"BLOC1S1",2.48933467626692e-07,0.308178286496368,0.419,0.287,0.00834449876831435,"vd1","BLOC1S1"
"PAG1",2.81305432044226e-07,-0.321154235609206,0.032,0.143,0.00942963938755451,"vd1","PAG1"
"C1orf211",3.07130677132054e-07,0.296687298521652,0.204,0.099,0.0102953274281436,"vd1","C1orf21"
"TRGV5",4.37990754038367e-07,0.279561211135325,0.222,0.116,0.0146818880661201,"vd1","TRGV5"
"LYST",5.05216179648921e-07,0.325970355430117,0.187,0.092,0.0169353515580115,"vd1","LYST"
"CRIP1",5.3559888815995e-07,0.409096457228971,0.532,0.424,0.0179538103300097,"vd1","CRIP1"
"C6orf481",7.36674538323716e-07,-0.305329156385417,0.239,0.406,0.0246940671991493,"vd1","C6orf48"
"PPP2R5C1",7.40721380889949e-07,0.284468104312112,0.592,0.465,0.024829721408812,"vd1","PPP2R5C"
"GPR1831",1.31388099208541e-06,-0.335904917445552,0.053,0.166,0.044042604735695,"vd1","GPR183"
"FCER1G2",1.42722395278658e-06,-0.727800353110227,0.077,0.188,0.0478419741213589,"vd1","FCER1G"
"ALOX5AP1",1.51624099925545e-06,-0.346961484282098,0.289,0.454,0.050825914536042,"vd1","ALOX5AP"
